date,new_deaths,total_deaths,hospital,region,code
2020-10-28,1,52,Somerset NHS Foundation Trust,South West,RH5
2020-10-27,0,51,Somerset NHS Foundation Trust,South West,RH5
2020-10-26,0,51,Somerset NHS Foundation Trust,South West,RH5
2020-10-25,1,51,Somerset NHS Foundation Trust,South West,RH5
2020-10-24,0,50,Somerset NHS Foundation Trust,South West,RH5
2020-10-23,0,50,Somerset NHS Foundation Trust,South West,RH5
2020-10-22,0,50,Somerset NHS Foundation Trust,South West,RH5
2020-10-21,0,50,Somerset NHS Foundation Trust,South West,RH5
2020-10-20,0,50,Somerset NHS Foundation Trust,South West,RH5
2020-10-19,1,50,Somerset NHS Foundation Trust,South West,RH5
2020-10-18,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-17,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-16,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-15,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-14,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-13,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-12,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-11,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-10,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-09,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-08,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-07,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-06,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-05,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-04,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-03,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-02,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-10-01,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-30,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-29,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-28,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-27,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-26,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-25,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-24,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-23,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-22,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-21,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-20,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-19,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-18,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-17,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-16,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-15,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-14,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-13,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-12,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-11,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-10,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-09,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-08,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-07,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-06,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-05,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-04,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-03,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-02,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-09-01,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-31,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-30,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-29,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-28,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-27,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-26,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-25,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-24,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-23,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-22,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-21,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-20,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-19,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-18,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-17,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-16,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-15,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-14,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-13,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-12,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-11,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-10,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-09,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-08,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-07,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-06,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-05,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-04,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-03,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-02,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-08-01,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-31,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-30,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-29,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-28,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-27,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-26,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-25,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-24,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-23,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-22,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-21,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-20,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-19,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-18,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-17,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-16,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-15,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-14,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-13,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-12,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-11,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-10,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-09,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-08,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-07,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-06,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-05,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-04,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-03,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-02,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-07-01,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-30,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-29,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-28,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-27,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-26,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-25,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-24,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-23,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-22,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-21,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-20,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-19,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-18,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-17,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-16,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-15,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-14,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-13,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-12,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-11,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-10,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-09,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-08,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-07,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-06,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-05,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-04,0,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-03,1,49,Somerset NHS Foundation Trust,South West,RH5
2020-06-02,0,48,Somerset NHS Foundation Trust,South West,RH5
2020-06-01,1,48,Somerset NHS Foundation Trust,South West,RH5
2020-05-31,0,47,Somerset NHS Foundation Trust,South West,RH5
2020-05-30,0,47,Somerset NHS Foundation Trust,South West,RH5
2020-05-29,1,47,Somerset NHS Foundation Trust,South West,RH5
2020-05-28,0,46,Somerset NHS Foundation Trust,South West,RH5
2020-05-27,2,46,Somerset NHS Foundation Trust,South West,RH5
2020-05-26,1,44,Somerset NHS Foundation Trust,South West,RH5
2020-05-25,0,43,Somerset NHS Foundation Trust,South West,RH5
2020-05-24,1,43,Somerset NHS Foundation Trust,South West,RH5
2020-05-23,0,42,Somerset NHS Foundation Trust,South West,RH5
2020-05-22,0,42,Somerset NHS Foundation Trust,South West,RH5
2020-05-21,1,42,Somerset NHS Foundation Trust,South West,RH5
2020-05-20,0,41,Somerset NHS Foundation Trust,South West,RH5
2020-05-19,0,41,Somerset NHS Foundation Trust,South West,RH5
2020-05-18,0,41,Somerset NHS Foundation Trust,South West,RH5
2020-05-17,1,41,Somerset NHS Foundation Trust,South West,RH5
2020-05-16,0,40,Somerset NHS Foundation Trust,South West,RH5
2020-05-15,0,40,Somerset NHS Foundation Trust,South West,RH5
2020-05-14,0,40,Somerset NHS Foundation Trust,South West,RH5
2020-05-13,0,40,Somerset NHS Foundation Trust,South West,RH5
2020-05-12,0,40,Somerset NHS Foundation Trust,South West,RH5
2020-05-11,1,40,Somerset NHS Foundation Trust,South West,RH5
2020-05-10,1,39,Somerset NHS Foundation Trust,South West,RH5
2020-05-09,0,38,Somerset NHS Foundation Trust,South West,RH5
2020-05-08,0,38,Somerset NHS Foundation Trust,South West,RH5
2020-05-07,1,38,Somerset NHS Foundation Trust,South West,RH5
2020-05-06,2,37,Somerset NHS Foundation Trust,South West,RH5
2020-05-05,0,35,Somerset NHS Foundation Trust,South West,RH5
2020-05-04,0,35,Somerset NHS Foundation Trust,South West,RH5
2020-05-03,0,35,Somerset NHS Foundation Trust,South West,RH5
2020-05-02,0,35,Somerset NHS Foundation Trust,South West,RH5
2020-05-01,0,35,Somerset NHS Foundation Trust,South West,RH5
2020-04-30,1,35,Somerset NHS Foundation Trust,South West,RH5
2020-04-29,0,34,Somerset NHS Foundation Trust,South West,RH5
2020-04-28,1,34,Somerset NHS Foundation Trust,South West,RH5
2020-04-27,0,33,Somerset NHS Foundation Trust,South West,RH5
2020-04-26,0,33,Somerset NHS Foundation Trust,South West,RH5
2020-04-25,0,33,Somerset NHS Foundation Trust,South West,RH5
2020-04-24,0,33,Somerset NHS Foundation Trust,South West,RH5
2020-04-23,0,33,Somerset NHS Foundation Trust,South West,RH5
2020-04-22,3,33,Somerset NHS Foundation Trust,South West,RH5
2020-04-21,0,30,Somerset NHS Foundation Trust,South West,RH5
2020-04-20,0,30,Somerset NHS Foundation Trust,South West,RH5
2020-04-19,3,30,Somerset NHS Foundation Trust,South West,RH5
2020-04-18,1,27,Somerset NHS Foundation Trust,South West,RH5
2020-04-17,1,26,Somerset NHS Foundation Trust,South West,RH5
2020-04-16,0,25,Somerset NHS Foundation Trust,South West,RH5
2020-04-15,1,25,Somerset NHS Foundation Trust,South West,RH5
2020-04-14,1,24,Somerset NHS Foundation Trust,South West,RH5
2020-04-13,5,23,Somerset NHS Foundation Trust,South West,RH5
2020-04-12,0,18,Somerset NHS Foundation Trust,South West,RH5
2020-04-11,2,18,Somerset NHS Foundation Trust,South West,RH5
2020-04-10,1,16,Somerset NHS Foundation Trust,South West,RH5
2020-04-09,0,15,Somerset NHS Foundation Trust,South West,RH5
2020-04-08,0,15,Somerset NHS Foundation Trust,South West,RH5
2020-04-07,2,15,Somerset NHS Foundation Trust,South West,RH5
2020-04-06,1,13,Somerset NHS Foundation Trust,South West,RH5
2020-04-05,2,12,Somerset NHS Foundation Trust,South West,RH5
2020-04-04,2,10,Somerset NHS Foundation Trust,South West,RH5
2020-04-03,0,8,Somerset NHS Foundation Trust,South West,RH5
2020-04-02,1,8,Somerset NHS Foundation Trust,South West,RH5
2020-04-01,0,7,Somerset NHS Foundation Trust,South West,RH5
2020-03-31,1,7,Somerset NHS Foundation Trust,South West,RH5
2020-03-30,0,6,Somerset NHS Foundation Trust,South West,RH5
2020-03-29,2,6,Somerset NHS Foundation Trust,South West,RH5
2020-03-28,1,4,Somerset NHS Foundation Trust,South West,RH5
2020-03-27,1,3,Somerset NHS Foundation Trust,South West,RH5
2020-03-26,1,2,Somerset NHS Foundation Trust,South West,RH5
2020-03-25,1,1,Somerset NHS Foundation Trust,South West,RH5
2020-03-24,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-23,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-22,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-21,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-20,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-19,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-18,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-17,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-16,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-15,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-14,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-13,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-12,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-11,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-10,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-09,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-08,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-07,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-06,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-05,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-04,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-03,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-02,0,0,Somerset NHS Foundation Trust,South West,RH5
2020-03-01,0,0,Somerset NHS Foundation Trust,South West,RH5
